"year";"plot";"guilds";"intraguild.type";"metric";"value"
2019;8;"plants-herbivores";"nesting_larvae";"avg_interguild_niche_overlap";6,67056212420078
2020;8;"plants-herbivores";"nesting_larvae";"avg_interguild_niche_overlap";6,06735092691535
2019;9;"plants-herbivores";"nesting_larvae";"avg_interguild_niche_overlap";3,57945721681511
2020;9;"plants-herbivores";"nesting_larvae";"avg_interguild_niche_overlap";3,92139484330484
2019;1;"all";"nesting_larvae";"avg_interguild_niche_overlap";6,94570220222236
2020;1;"all";"nesting_larvae";"avg_interguild_niche_overlap";6,37900204191739
2019;2;"all";"nesting_larvae";"avg_interguild_niche_overlap";4,26184266248991
2020;2;"all";"nesting_larvae";"avg_interguild_niche_overlap";8,59067412739284
2019;3;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,56538755023196
2020;3;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,36223001737692
2019;4;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,90226844483885
2020;4;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,78467314316797
2019;5;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,52858629757811
2020;5;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,40011919218454
2019;6;"all";"nesting_larvae";"avg_interguild_niche_overlap";9,2738017497759
2020;6;"all";"nesting_larvae";"avg_interguild_niche_overlap";6,75087026535393
2019;7;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,54685552174021
2020;7;"all";"nesting_larvae";"avg_interguild_niche_overlap";6,33038818111528
2019;8;"all";"nesting_larvae";"avg_interguild_niche_overlap";7,15584496866594
2020;8;"all";"nesting_larvae";"avg_interguild_niche_overlap";5,76715018878498
2019;9;"all";"nesting_larvae";"avg_interguild_niche_overlap";4,02534872525326
2020;9;"all";"nesting_larvae";"avg_interguild_niche_overlap";4,50890106492957
2019;1;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;1;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;2;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;2;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;3;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;3;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;4;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;4;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;5;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;5;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;6;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;6;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;7;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;7;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;8;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;8;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;9;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;9;"plants";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;1;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;1;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;2;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;2;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;3;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;3;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;4;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;4;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;5;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;5;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;6;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;6;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;7;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;7;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;8;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;8;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;9;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;9;"floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;1;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;1;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;2;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;2;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;3;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;3;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;4;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;4;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;5;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;5;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;6;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;6;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;7;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;7;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;8;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;8;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;9;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2020;9;"herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";NA
2019;1;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,04189586473184
2020;1;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,37712066504093
2019;2;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,03385055904529
2020;2;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,67859138838284
2019;3;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,32777820065674
2020;3;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,44996076565752
2019;4;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,05700732259624
2020;4;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";1,71428571428571
2019;5;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,10695055568102
2020;5;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";1,71428571428571
2019;6;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,01088305173889
2020;6;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";0,562899786780384
2019;7;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,87199408461088
2020;7;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";2,74121585379745
2019;8;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,57383787325898
2020;8;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,01078522819494
2019;9;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,79888149980277
2020;9;"plants-floral visitors";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,05364079390866
2019;1;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";7,50528828552574
2020;1;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,37478287670492
2019;2;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,4991868440571
2020;2;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";10,6894594233137
2019;3;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,02698525678681
2020;3;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,91349652527176
2019;4;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,11352216542909
2020;4;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,63084142895996
2019;5;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,01665671039255
2020;5;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,37158181852298
2019;6;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";10,4548226738949
2020;6;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";7,53352294574263
2019;7;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,94639387156515
2020;7;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";7,05018819604376
2019;8;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,67056212420078
2020;8;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,06735092691535
2019;9;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,57945721681511
2020;9;"plants-herbivores";"nesting_larvae_phenology";"avg_interguild_niche_overlap";3,92139484330484
2019;1;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,94570220222236
2020;1;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,37900204191739
2019;2;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,26184266248991
2020;2;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";8,59067412739284
2019;3;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,56538755023196
2020;3;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,36223001737692
2019;4;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,90226844483885
2020;4;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,78467314316797
2019;5;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,52858629757811
2020;5;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,40011919218454
2019;6;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";9,2738017497759
2020;6;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,75087026535393
2019;7;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,54685552174021
2020;7;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";6,33038818111528
2019;8;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";7,15584496866594
2020;8;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";5,76715018878498
2019;9;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,02534872525326
2020;9;"all";"nesting_larvae_phenology";"avg_interguild_niche_overlap";4,50890106492957
2019;1;"plants";"mean_field";"degree_distribution";2,63905732961526
2020;1;"plants";"mean_field";"degree_distribution";2,63905732961526
2019;2;"plants";"mean_field";"degree_distribution";2,63905732961526
2020;2;"plants";"mean_field";"degree_distribution";2,63905732961526
2019;3;"plants";"mean_field";"degree_distribution";2,63905732961526
2020;3;"plants";"mean_field";"degree_distribution";2,63905732961526
2019;4;"plants";"mean_field";"degree_distribution";2,30258509299405
2020;4;"plants";"mean_field";"degree_distribution";2,30258509299405
2019;5;"plants";"mean_field";"degree_distribution";2,484906649788
2020;5;"plants";"mean_field";"degree_distribution";2,484906649788
2019;6;"plants";"mean_field";"degree_distribution";2,19722457733622
2020;6;"plants";"mean_field";"degree_distribution";2,19722457733622
2019;7;"plants";"mean_field";"degree_distribution";2,83321334405622
2020;7;"plants";"mean_field";"degree_distribution";2,83321334405622
2019;8;"plants";"mean_field";"degree_distribution";2,77258872223978
2020;8;"plants";"mean_field";"degree_distribution";2,77258872223978
2019;9;"plants";"mean_field";"degree_distribution";2,77258872223978
2020;9;"plants";"mean_field";"degree_distribution";2,77258872223978
2019;1;"floral visitors";"mean_field";"degree_distribution";2,30258509299405
2020;1;"floral visitors";"mean_field";"degree_distribution";2,70805020110221
2019;2;"floral visitors";"mean_field";"degree_distribution";2,07944154167984
2020;2;"floral visitors";"mean_field";"degree_distribution";2,70805020110221
2019;3;"floral visitors";"mean_field";"degree_distribution";2,19722457733622
2020;3;"floral visitors";"mean_field";"degree_distribution";2,63905732961526
2019;4;"floral visitors";"mean_field";"degree_distribution";2,19722457733622
2020;4;"floral visitors";"mean_field";"degree_distribution";1,6094379124341
2019;5;"floral visitors";"mean_field";"degree_distribution";1,94591014905531
2020;5;"floral visitors";"mean_field";"degree_distribution";1,6094379124341
2019;6;"floral visitors";"mean_field";"degree_distribution";2,19722457733622
2020;6;"floral visitors";"mean_field";"degree_distribution";0,693147180559945
2019;7;"floral visitors";"mean_field";"degree_distribution";2,83321334405622
2020;7;"floral visitors";"mean_field";"degree_distribution";2,39789527279837
2019;8;"floral visitors";"mean_field";"degree_distribution";2,99573227355399
2020;8;"floral visitors";"mean_field";"degree_distribution";2,94443897916644
2019;9;"floral visitors";"mean_field";"degree_distribution";2,30258509299405
2020;9;"floral visitors";"mean_field";"degree_distribution";2,77258872223978
2019;1;"herbivores";"mean_field";"degree_distribution";2,89037175789616
2020;1;"herbivores";"mean_field";"degree_distribution";2,89037175789616
2019;2;"herbivores";"mean_field";"degree_distribution";2,70805020110221
2020;2;"herbivores";"mean_field";"degree_distribution";2,94443897916644
2019;3;"herbivores";"mean_field";"degree_distribution";2,70805020110221
2020;3;"herbivores";"mean_field";"degree_distribution";2,94443897916644
2019;4;"herbivores";"mean_field";"degree_distribution";2,70805020110221
2020;4;"herbivores";"mean_field";"degree_distribution";2,77258872223978
2019;5;"herbivores";"mean_field";"degree_distribution";2,77258872223978
2020;5;"herbivores";"mean_field";"degree_distribution";2,70805020110221
2019;6;"herbivores";"mean_field";"degree_distribution";2,94443897916644
2020;6;"herbivores";"mean_field";"degree_distribution";2,94443897916644
2019;7;"herbivores";"mean_field";"degree_distribution";2,63905732961526
2020;7;"herbivores";"mean_field";"degree_distribution";2,77258872223978
2019;8;"herbivores";"mean_field";"degree_distribution";2,70805020110221
2020;8;"herbivores";"mean_field";"degree_distribution";2,83321334405622
2019;9;"herbivores";"mean_field";"degree_distribution";2,94443897916644
2020;9;"herbivores";"mean_field";"degree_distribution";2,89037175789616
2019;1;"plants-floral visitors";"mean_field";"degree_distribution";3,1616332220986
2020;1;"plants-floral visitors";"mean_field";"degree_distribution";3,35901758852342
2019;2;"plants-floral visitors";"mean_field";"degree_distribution";3,06431167955481
2020;2;"plants-floral visitors";"mean_field";"degree_distribution";3,35832928712262
2019;3;"plants-floral visitors";"mean_field";"degree_distribution";3,11432589174824
2020;3;"plants-floral visitors";"mean_field";"degree_distribution";3,32543086559052
2019;4;"plants-floral visitors";"mean_field";"degree_distribution";2,92949249302446
2020;4;"plants-floral visitors";"mean_field";"degree_distribution";2,6735470589439
2019;5;"plants-floral visitors";"mean_field";"degree_distribution";2,91767617580177
2020;5;"plants-floral visitors";"mean_field";"degree_distribution";2,78712131838691
2019;6;"plants-floral visitors";"mean_field";"degree_distribution";2,87381842831622
2020;6;"plants-floral visitors";"mean_field";"degree_distribution";2,34966322505104
2019;7;"plants-floral visitors";"mean_field";"degree_distribution";3,5192042785521
2020;7;"plants-floral visitors";"mean_field";"degree_distribution";3,31347872388605
2019;8;"plants-floral visitors";"mean_field";"degree_distribution";3,57039253200057
2020;8;"plants-floral visitors";"mean_field";"degree_distribution";3,5461676836671
2019;9;"plants-floral visitors";"mean_field";"degree_distribution";3,23594310463546
2020;9;"plants-floral visitors";"mean_field";"degree_distribution";3,46002678523228
2019;1;"plants-herbivores";"mean_field";"degree_distribution";3,4481807783032
2020;1;"plants-herbivores";"mean_field";"degree_distribution";3,45064597821036
2019;2;"plants-herbivores";"mean_field";"degree_distribution";3,35530009004242
2020;2;"plants-herbivores";"mean_field";"degree_distribution";3,47654375589133
2019;3;"plants-herbivores";"mean_field";"degree_distribution";3,35683279612412
2020;3;"plants-herbivores";"mean_field";"degree_distribution";3,47901894293842
2019;4;"plants-herbivores";"mean_field";"degree_distribution";3,19442998687648
2020;4;"plants-herbivores";"mean_field";"degree_distribution";3,22760415381208
2019;5;"plants-herbivores";"mean_field";"degree_distribution";3,31458115709847
2020;5;"plants-herbivores";"mean_field";"degree_distribution";3,27862105887993
2019;6;"plants-herbivores";"mean_field";"degree_distribution";3,28996751375919
2020;6;"plants-herbivores";"mean_field";"degree_distribution";3,28900534563521
2019;7;"plants-herbivores";"mean_field";"degree_distribution";3,42075138488475
2020;7;"plants-herbivores";"mean_field";"degree_distribution";3,48452745054905
2019;8;"plants-herbivores";"mean_field";"degree_distribution";3,42156099670507
2020;8;"plants-herbivores";"mean_field";"degree_distribution";3,48473373798054
2019;9;"plants-herbivores";"mean_field";"degree_distribution";3,54494973241365
2020;9;"plants-herbivores";"mean_field";"degree_distribution";3,51660531400671
2019;1;"all";"mean_field";"degree_distribution";3,70171186987056
2020;1;"all";"mean_field";"degree_distribution";3,83127737580645
2019;2;"all";"mean_field";"degree_distribution";3,57195419889429
2020;2;"all";"mean_field";"degree_distribution";3,84819461914837
2019;3;"all";"mean_field";"degree_distribution";3,60686233312486
2020;3;"all";"mean_field";"degree_distribution";3,82996004445934
2019;4;"all";"mean_field";"degree_distribution";3,49178910334066
2020;4;"all";"mean_field";"degree_distribution";3,36103174529493
2019;5;"all";"mean_field";"degree_distribution";3,51039243901147
2020;5;"all";"mean_field";"degree_distribution";3,40875568769919
2019;6;"all";"mean_field";"degree_distribution";3,55638023342894
2020;6;"all";"mean_field";"degree_distribution";3,32742654079628
2019;7;"all";"mean_field";"degree_distribution";3,85281984208402
2020;7;"all";"mean_field";"degree_distribution";3,75054935729333
2019;8;"all";"mean_field";"degree_distribution";3,91160278308299
2020;8;"all";"mean_field";"degree_distribution";3,93598859596844
2019;9;"all";"mean_field";"degree_distribution";3,77067160550793
2020;9;"all";"mean_field";"degree_distribution";3,89689578094034
2019;1;"plants";"nesting_larvae";"degree_distribution";2,53294223336101
2020;1;"plants";"nesting_larvae";"degree_distribution";2,53294223336101
2019;2;"plants";"nesting_larvae";"degree_distribution";2,58571124162165
2020;2;"plants";"nesting_larvae";"degree_distribution";2,58571124162165
2019;3;"plants";"nesting_larvae";"degree_distribution";2,57849016621419
2020;3;"plants";"nesting_larvae";"degree_distribution";2,57849016621419
2019;4;"plants";"nesting_larvae";"degree_distribution";2,22829650026282
2020;4;"plants";"nesting_larvae";"degree_distribution";2,22829650026282
2019;5;"plants";"nesting_larvae";"degree_distribution";2,40245011574417
2020;5;"plants";"nesting_larvae";"degree_distribution";2,40245011574417
2019;6;"plants";"nesting_larvae";"degree_distribution";2,14151791233933
2020;6;"plants";"nesting_larvae";"degree_distribution";2,14151791233933
2019;7;"plants";"nesting_larvae";"degree_distribution";2,79787534532047
2020;7;"plants";"nesting_larvae";"degree_distribution";2,79787534532047
2019;8;"plants";"nesting_larvae";"degree_distribution";2,76585887596741
2020;8;"plants";"nesting_larvae";"degree_distribution";2,76585887596741
2019;9;"plants";"nesting_larvae";"degree_distribution";2,73345574522486
2020;9;"plants";"nesting_larvae";"degree_distribution";2,73345574522486
2019;1;"floral visitors";"nesting_larvae";"degree_distribution";2,25991324488386
2020;1;"floral visitors";"nesting_larvae";"degree_distribution";2,61639820990362
2019;2;"floral visitors";"nesting_larvae";"degree_distribution";2,032809283761
2020;2;"floral visitors";"nesting_larvae";"degree_distribution";2,58441838487109
2019;3;"floral visitors";"nesting_larvae";"degree_distribution";2,15796944376691
2020;3;"floral visitors";"nesting_larvae";"degree_distribution";2,56617544832144
2019;4;"floral visitors";"nesting_larvae";"degree_distribution";2,15882012884449
2020;4;"floral visitors";"nesting_larvae";"degree_distribution";1,49903067297901
2019;5;"floral visitors";"nesting_larvae";"degree_distribution";1,93214897444517
2020;5;"floral visitors";"nesting_larvae";"degree_distribution";1,58109375017182
2019;6;"floral visitors";"nesting_larvae";"degree_distribution";2,16725684998682
2020;6;"floral visitors";"nesting_larvae";"degree_distribution";0,693147180559945
2019;7;"floral visitors";"nesting_larvae";"degree_distribution";2,78612554034465
2020;7;"floral visitors";"nesting_larvae";"degree_distribution";2,32289799852764
2019;8;"floral visitors";"nesting_larvae";"degree_distribution";2,90919160320348
2020;8;"floral visitors";"nesting_larvae";"degree_distribution";2,85325085387955
2019;9;"floral visitors";"nesting_larvae";"degree_distribution";2,24728693387692
2020;9;"floral visitors";"nesting_larvae";"degree_distribution";2,69003296910277
2019;1;"herbivores";"nesting_larvae";"degree_distribution";2,86154604014026
2020;1;"herbivores";"nesting_larvae";"degree_distribution";2,85149107371792
2019;2;"herbivores";"nesting_larvae";"degree_distribution";2,67832462587382
2020;2;"herbivores";"nesting_larvae";"degree_distribution";2,91053546945879
2019;3;"herbivores";"nesting_larvae";"degree_distribution";2,66413447365363
2020;3;"herbivores";"nesting_larvae";"degree_distribution";2,91280807765439
2019;4;"herbivores";"nesting_larvae";"degree_distribution";2,66438679803116
2020;4;"herbivores";"nesting_larvae";"degree_distribution";2,7377167621295
2019;5;"herbivores";"nesting_larvae";"degree_distribution";2,73956475360613
2020;5;"herbivores";"nesting_larvae";"degree_distribution";2,6755354730556
2019;6;"herbivores";"nesting_larvae";"degree_distribution";2,91250631809399
2020;6;"herbivores";"nesting_larvae";"degree_distribution";2,90188206387097
2019;7;"herbivores";"nesting_larvae";"degree_distribution";2,60076979817713
2020;7;"herbivores";"nesting_larvae";"degree_distribution";2,74478821896152
2019;8;"herbivores";"nesting_larvae";"degree_distribution";2,65480878939121
2020;8;"herbivores";"nesting_larvae";"degree_distribution";2,79963981013986
2019;9;"herbivores";"nesting_larvae";"degree_distribution";2,90867553895722
2020;9;"herbivores";"nesting_larvae";"degree_distribution";2,85555492677703
2019;1;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,06826166107411
2020;1;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,21375208200262
2019;2;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,00679046419792
2020;2;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,24204619290114
2019;3;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,03894541801975
2020;3;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,22867796210011
2019;4;"plants-floral visitors";"nesting_larvae";"degree_distribution";2,85102389342669
2020;4;"plants-floral visitors";"nesting_larvae";"degree_distribution";2,57102523687935
2019;5;"plants-floral visitors";"nesting_larvae";"degree_distribution";2,84082332583781
2020;5;"plants-floral visitors";"nesting_larvae";"degree_distribution";2,68714829135251
2019;6;"plants-floral visitors";"nesting_larvae";"degree_distribution";2,80014410811016
2020;6;"plants-floral visitors";"nesting_larvae";"degree_distribution";2,3240493383592
2019;7;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,43344307422295
2020;7;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,15929269851815
2019;8;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,48061338838185
2020;8;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,46127286429554
2019;9;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,18257702794068
2020;9;"plants-floral visitors";"nesting_larvae";"degree_distribution";3,35307738148518
2019;1;"plants-herbivores";"nesting_larvae";"degree_distribution";3,34290518843087
2020;1;"plants-herbivores";"nesting_larvae";"degree_distribution";3,33415766108154
2019;2;"plants-herbivores";"nesting_larvae";"degree_distribution";3,30549601120384
2020;2;"plants-herbivores";"nesting_larvae";"degree_distribution";3,41810491388369
2019;3;"plants-herbivores";"nesting_larvae";"degree_distribution";3,30120399845539
2020;3;"plants-herbivores";"nesting_larvae";"degree_distribution";3,41421548037867
2019;4;"plants-herbivores";"nesting_larvae";"degree_distribution";3,1198679023592
2020;4;"plants-herbivores";"nesting_larvae";"degree_distribution";3,15115582925803
2019;5;"plants-herbivores";"nesting_larvae";"degree_distribution";3,23121036366781
2020;5;"plants-herbivores";"nesting_larvae";"degree_distribution";3,18772892443554
2019;6;"plants-herbivores";"nesting_larvae";"degree_distribution";3,23542161002609
2020;6;"plants-herbivores";"nesting_larvae";"degree_distribution";3,22094412944734
2019;7;"plants-herbivores";"nesting_larvae";"degree_distribution";3,38991862274568
2020;7;"plants-herbivores";"nesting_larvae";"degree_distribution";3,43932405761095
2019;8;"plants-herbivores";"nesting_larvae";"degree_distribution";3,40877193697749
2020;8;"plants-herbivores";"nesting_larvae";"degree_distribution";3,46380385701979
2019;9;"plants-herbivores";"nesting_larvae";"degree_distribution";3,50414896106452
2020;9;"plants-herbivores";"nesting_larvae";"degree_distribution";3,47401298199505
2019;1;"all";"nesting_larvae";"degree_distribution";3,60309529886894
2020;1;"all";"nesting_larvae";"degree_distribution";3,66140389728243
2019;2;"all";"nesting_larvae";"degree_distribution";3,51172511455971
2020;2;"all";"nesting_larvae";"degree_distribution";3,72886784770277
2019;3;"all";"nesting_larvae";"degree_distribution";3,53228853081268
2020;3;"all";"nesting_larvae";"degree_distribution";3,71811740525468
2019;4;"all";"nesting_larvae";"degree_distribution";3,40947125660173
2020;4;"all";"nesting_larvae";"degree_distribution";3,26319162488705
2019;5;"all";"nesting_larvae";"degree_distribution";3,43001277127667
2020;5;"all";"nesting_larvae";"degree_distribution";3,297496229572
2019;6;"all";"nesting_larvae";"degree_distribution";3,47860114071292
2020;6;"all";"nesting_larvae";"degree_distribution";3,2634391912753
2019;7;"all";"nesting_larvae";"degree_distribution";3,77459176112717
2020;7;"all";"nesting_larvae";"degree_distribution";3,62802294411951
2019;8;"all";"nesting_larvae";"degree_distribution";3,82700229170374
2020;8;"all";"nesting_larvae";"degree_distribution";3,84324572923353
2019;9;"all";"nesting_larvae";"degree_distribution";3,71660824691544
2020;9;"all";"nesting_larvae";"degree_distribution";3,78597082659723
2019;1;"plants";"nesting_larvae_phenology";"degree_distribution";2,53380608101929
2020;1;"plants";"nesting_larvae_phenology";"degree_distribution";2,53380608101929
2019;2;"plants";"nesting_larvae_phenology";"degree_distribution";2,58245388723087
2020;2;"plants";"nesting_larvae_phenology";"degree_distribution";2,58245388723087
2019;3;"plants";"nesting_larvae_phenology";"degree_distribution";2,5708888243929
2020;3;"plants";"nesting_larvae_phenology";"degree_distribution";2,5708888243929
2019;4;"plants";"nesting_larvae_phenology";"degree_distribution";2,22829650026282
2020;4;"plants";"nesting_larvae_phenology";"degree_distribution";2,22829650026282
2019;5;"plants";"nesting_larvae_phenology";"degree_distribution";2,40502475186692
2020;5;"plants";"nesting_larvae_phenology";"degree_distribution";2,40502475186692
2019;6;"plants";"nesting_larvae_phenology";"degree_distribution";2,14032075659581
2020;6;"plants";"nesting_larvae_phenology";"degree_distribution";2,14032075659581
2019;7;"plants";"nesting_larvae_phenology";"degree_distribution";2,79508103648858
2020;7;"plants";"nesting_larvae_phenology";"degree_distribution";2,79508103648858
2019;8;"plants";"nesting_larvae_phenology";"degree_distribution";2,76089045338695
2020;8;"plants";"nesting_larvae_phenology";"degree_distribution";2,76089045338695
2019;9;"plants";"nesting_larvae_phenology";"degree_distribution";2,73579753640955
