"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"CETE";0,0118435557994597;0,0110507798404251;0,0127726443245291;2019;4;"all";"nesting_larvae"
"CHFU";0,00417603673132841;0,00390770878232459;0,00447458604415665;2019;4;"all";"nesting_larvae"
"HOMA";0,0209355648836472;0,0197124526713751;0,0224275075992585;2019;4;"all";"nesting_larvae"
"LEMA";0,00303028378742318;0,00284766806249754;0,00324192942693619;2019;4;"all";"nesting_larvae"
"MESP";0,012537154643701;0,0118011583471917;0,0133108769235359;2019;4;"all";"nesting_larvae"
"PAIN";0,014438455702402;0,0132963442651163;0,0158020649182898;2019;4;"all";"nesting_larvae"
"PLCO";0,0117091041638708;0,0110057657292791;0,0125217225380573;2019;4;"all";"nesting_larvae"
"POMA";0,0153992483568132;0,0144155667428939;0,0164214138886982;2019;4;"all";"nesting_larvae"
"SASO";0,0113146764440715;0,0107320849023697;0,011930180890355;2019;4;"all";"nesting_larvae"
"Aelia_spp";0,0398975825466791;0,0376606182973235;0,04241301582823;2019;4;"all";"nesting_larvae"
"Brassicogethes_spp";0,0289768180305743;0,0275512974963617;0,0305523163593099;2019;4;"all";"nesting_larvae"
"Cantharis_coronata";0,0148850871577871;0,0140984591758527;0,0157054294996894;2019;4;"all";"nesting_larvae"
"Cochlicella_barbara";0,146271404571228;0,142602835597421;0,150091102313721;2019;4;"all";"nesting_larvae"
"Conocephalus_dorsalis";0,0425929906692522;0,0409338890260286;0,0445205000074976;2019;4;"all";"nesting_larvae"
"Gryllus_bimaculatus";0,021645301761534;0,0205802226766845;0,0227462147025573;2019;4;"all";"nesting_larvae"
"Lasiocampa_trifolii_caterpillar";0,0289834528212314;0,027273408003708;0,0310108483713402;2019;4;"all";"nesting_larvae"
"Malachius_bipustulatus";0,0500476660452666;0,047955665016947;0,0522627856694843;2019;4;"all";"nesting_larvae"
"Meligethes_spp";0,0181403691080844;0,017095687326849;0,0193200999436799;2019;4;"all";"nesting_larvae"
"Mirini_spp";0,0305650723910387;0,0291413915898522;0,031901502703237;2019;4;"all";"nesting_larvae"
"Mordellidae";0,0268060779135808;0,0256875623314969;0,0280226661615924;2019;4;"all";"nesting_larvae"
"Oedemeridae";0,0257298855919126;0,0246513737675249;0,0269513115270844;2019;4;"all";"nesting_larvae"
"Psilothrix_viridicoerulea";0,00230170433084972;0,0021333470647905;0,00249287823048296;2019;4;"all";"nesting_larvae"
"Tessellana_tessellata";0,149440264149728;0,145897456523229;0,153042200294086;2019;4;"all";"nesting_larvae"
"Theba_pisana";0,0966174159256888;0,0940301285225676;0,099450944260774;2019;4;"all";"nesting_larvae"
"Andrena_cinerea";0,0105188922561416;0,00998835594674531;0,0110854233159497;2019;4;"all";"nesting_larvae"
"Chrysotoxum_spp";0,0153163386801245;0,0145208414753048;0,0162039538163238;2019;4;"all";"nesting_larvae"
"Dilophus_spp";0,0248264400766445;0,0234084093439807;0,0264235994621474;2019;4;"all";"nesting_larvae"
"Empis_tesellata";0,0228795346067885;0,0214152579169954;0,0247025032932049;2019;4;"all";"nesting_larvae"
"Eupeodes_corollae";0,0183855082174401;0,017318831808424;0,0195113184401917;2019;4;"all";"nesting_larvae"
"Musca_spp";0,0226581269457692;0,0213314895623983;0,0242637001270769;2019;4;"all";"nesting_larvae"
"Nemotelus_spp";0,0160744114793717;0,0152422938825476;0,0169755989828943;2019;4;"all";"nesting_larvae"
"Odontomyia_spp";0,0165932925555881;0,0155874959692478;0,0177741388989414;2019;4;"all";"nesting_larvae"
"Sphaerophoria_scripta";0,012067211955836;0,0113459979817464;0,0128755134975091;2019;4;"all";"nesting_larvae"
"Andrena_cinerea";0,0853567562555132;0,0853243164021585;0,0853878541832748;2019;4;"floral visitors";"nesting_larvae"
"Chrysotoxum_spp";0,120024135183422;0,119988076251446;0,120059228726713;2019;4;"floral visitors";"nesting_larvae"
"Dilophus_spp";0,129132569880425;0,129094026469083;0,129171347693115;2019;4;"floral visitors";"nesting_larvae"
"Empis_tesellata";0,107226089491766;0,107188098881607;0,10726137631113;2019;4;"floral visitors";"nesting_larvae"
"Eupeodes_corollae";0,0991370210147874;0,0991068447453394;0,099167493276746;2019;4;"floral visitors";"nesting_larvae"
"Musca_spp";0,119978950917591;0,119941046772498;0,120015366215251;2019;4;"floral visitors";"nesting_larvae"
"Nemotelus_spp";0,11999317428602;0,119957732236102;0,120029751853916;2019;4;"floral visitors";"nesting_larvae"
"Odontomyia_spp";0,119992060838154;0,11995307969565;0,120033493501323;2019;4;"floral visitors";"nesting_larvae"
"Sphaerophoria_scripta";0,0991592421323197;0,0991224743244894;0,099195801513883;2019;4;"floral visitors";"nesting_larvae"
"Aelia_spp";0,0666291914717315;0,0663566380992276;0,0669187242210744;2019;4;"herbivores";"nesting_larvae"
"Brassicogethes_spp";0,0733079213386925;0,0729984358879146;0,0736128466802769;2019;4;"herbivores";"nesting_larvae"
"Cantharis_coronata";0,0471967988752137;0,0469739388837406;0,0474139609412878;2019;4;"herbivores";"nesting_larvae"
"Cochlicella_barbara";0,0382459633809972;0,0380751969669169;0,0384254383472591;2019;4;"herbivores";"nesting_larvae"
"Conocephalus_dorsalis";0,0669353332077934;0,066661973487646;0,0672084396609579;2019;4;"herbivores";"nesting_larvae"
"Gryllus_bimaculatus";0,0471768564451537;0,0469521880406492;0,0474086291818863;2019;4;"herbivores";"nesting_larvae"
"Lasiocampa_trifolii_caterpillar";0,078876444875733;0,0786160381626068;0,0791679923162982;2019;4;"herbivores";"nesting_larvae"
"Malachius_bipustulatus";0,0787503293767709;0,0784659220577798;0,079036986226307;2019;4;"herbivores";"nesting_larvae"
"Meligethes_spp";0,0732812395585757;0,0729902425523242;0,073575805332433;2019;4;"herbivores";"nesting_larvae"
"Mirini_spp";0,0791359730903311;0,0788266374473274;0,0794449954269598;2019;4;"herbivores";"nesting_larvae"
"Mordellidae";0,0787109379114138;0,0783993251570713;0,0790118432437663;2019;4;"herbivores";"nesting_larvae"
"Oedemeridae";0,0668191691126317;0,0665579668692697;0,067061994736639;2019;4;"herbivores";"nesting_larvae"
"Psilothrix_viridicoerulea";0,0789070852426047;0,0786102966123299;0,0792319951173393;2019;4;"herbivores";"nesting_larvae"
"Tessellana_tessellata";0,0788978575497107;0,0786201178998434;0,0791550472785331;2019;4;"herbivores";"nesting_larvae"
"Theba_pisana";0,0471288985626463;0,04684940762448;0,0473922888370046;2019;4;"herbivores";"nesting_larvae"
"BEMA";0,0410756243942894;0,0408826264451667;0,0412659162724937;2019;4;"plants-floral visitors";"nesting_larvae"
"CETE";0,0405761891863563;0,0403879024063281;0,0407677754431351;2019;4;"plants-floral visitors";"nesting_larvae"
"CHFU";0,0138921040780866;0,0138122698416882;0,0139808734857752;2019;4;"plants-floral visitors";"nesting_larvae"
"HOMA";0,121565032537068;0,121068498505406;0,122086107229308;2019;4;"plants-floral visitors";"nesting_larvae"
"LEMA";0,00998810999129034;0,00987670681008205;0,0101104967840152;2019;4;"plants-floral visitors";"nesting_larvae"
"MESP";0,0528660696733985;0,0526279299359972;0,053099638627877;2019;4;"plants-floral visitors";"nesting_larvae"
"PAIN";0,0424078611239322;0,0422058753561938;0,0426116912704992;2019;4;"plants-floral visitors";"nesting_larvae"
"PLCO";0,0392222169298739;0,0390317885585726;0,0394124284827926;2019;4;"plants-floral visitors";"nesting_larvae"
"POMA";0,0388797572157666;0,0386790711011016;0,0390724346750461;2019;4;"plants-floral visitors";"nesting_larvae"
"SASO";0,0406096601902852;0,0404185862196851;0,0408071140501613;2019;4;"plants-floral visitors";"nesting_larvae"
"Andrena_cinerea";0,076330096020325;0,0760576100232323;0,0765946394420648;2019;4;"plants-floral visitors";"nesting_larvae"
"Chrysotoxum_spp";0,0388993833645989;0,0387211853489528;0,03908529751958;2019;4;"plants-floral visitors";"nesting_larvae"
"Dilophus_spp";0,107819627068493;0,107498129895746;0,108145780484576;2019;4;"plants-floral visitors";"nesting_larvae"
"Empis_tesellata";0,0407992283654332;0,0406211398864293;0,0409898075904172;2019;4;"plants-floral visitors";"nesting_larvae"
"Eupeodes_corollae";0,0425131346744212;0,0423335439217116;0,0427078932207717;2019;4;"plants-floral visitors";"nesting_larvae"
"Musca_spp";0,0507677881338689;0,0505173312004736;0,051012876684508;2019;4;"plants-floral visitors";"nesting_larvae"
"Nemotelus_spp";0,0631533137599701;0,062902297336797;0,0634109264990946;2019;4;"plants-floral visitors";"nesting_larvae"
"Odontomyia_spp";0,0634473455836469;0,0632036858847628;0,0636904400102763;2019;4;"plants-floral visitors";"nesting_larvae"
"Sphaerophoria_scripta";0,0751874577088953;0,0748841326994732;0,0754730263999261;2019;4;"plants-floral visitors";"nesting_larvae"
"BEMA";0,0146866479243307;0,0138283282112402;0,0157489426081778;2019;4;"plants-herbivores";"nesting_larvae"
"CETE";0,0131446273081479;0,0124472943547235;0,0138685394840738;2019;4;"plants-herbivores";"nesting_larvae"
"CHFU";0,017552639827645;0,0167485562781801;0,0183797523379837;2019;4;"plants-herbivores";"nesting_larvae"
"HOMA";0,0313601492165329;0,0299105848220387;0,0330747149165242;2019;4;"plants-herbivores";"nesting_larvae"
"LEMA";0,0134924727359419;0,0127188587306024;0,014270747131009;2019;4;"plants-herbivores";"nesting_larvae"
"MESP";0,0139812614943988;0,0131253629172841;0,0149950583158299;2019;4;"plants-herbivores";"nesting_larvae"
"PAIN";0,015439910724592;0,0146853208764345;0,0162810867306723;2019;4;"plants-herbivores";"nesting_larvae"
"PLCO";0,0145817118721314;0,0135530246917949;0,0158590484563808;2019;4;"plants-herbivores";"nesting_larvae"
"POMA";0,018854294810936;0,0173385927977744;0,0208078224855462;2019;4;"plants-herbivores";"nesting_larvae"
"SASO";0,0130497451166812;0,012386339431149;0,0137879294956504;2019;4;"plants-herbivores";"nesting_larvae"
"Aelia_spp";0,0395889093389314;0,0379220288053418;0,0412492154056168;2019;4;"plants-herbivores";"nesting_larvae"
"Brassicogethes_spp";0,0337049365618108;0,0321117730682814;0,0353238986763754;2019;4;"plants-herbivores";"nesting_larvae"
"Cantharis_coronata";0,0181053025592119;0,0169259788466266;0,0194170081754991;2019;4;"plants-herbivores";"nesting_larvae"
"Cochlicella_barbara";0,151271542008702;0,147245477180465;0,155419993846113;2019;4;"plants-herbivores";"nesting_larvae"
"Conocephalus_dorsalis";0,0460145473724423;0,0436009094143611;0,0487375757596249;2019;4;"plants-herbivores";"nesting_larvae"
"Gryllus_bimaculatus";0,0240169827759021;0,0227956344307393;0,0253316520141731;2019;4;"plants-herbivores";"nesting_larvae"
"Lasiocampa_trifolii_caterpillar";0,0308634538839257;0,0293373041008724;0,0325480144272197;2019;4;"plants-herbivores";"nesting_larvae"
"Malachius_bipustulatus";0,0504068492307896;0,0483902528292261;0,0526175517338187;2019;4;"plants-herbivores";"nesting_larvae"
"Meligethes_spp";0,0439091720062516;0,0422451249356303;0,0457212237879539;2019;4;"plants-herbivores";"nesting_larvae"
"Mirini_spp";0,0334738105218855;0,0318503782367183;0,0350485140506476;2019;4;"plants-herbivores";"nesting_larvae"
"Mordellidae";0,031760540764601;0,0301572260701865;0,0333242560428542;2019;4;"plants-herbivores";"nesting_larvae"
"Oedemeridae";0,0321710860838196;0,0304374541671806;0,0337423035036955;2019;4;"plants-herbivores";"nesting_larvae"
"Psilothrix_viridicoerulea";0,0438102987875188;0,0417425048330055;0,0460614703979726;2019;4;"plants-herbivores";"nesting_larvae"
"Tessellana_tessellata";0,153843719416312;0,150403513054154;0,157534138263152;2019;4;"plants-herbivores";"nesting_larvae"
"Theba_pisana";0,100915387656557;0,0979367312452976;0,104025682399957;2019;4;"plants-herbivores";"nesting_larvae"
"BEMA";0,0618871724125732;0,0618341193980517;0,0619381036572355;2019;4;"plants";"nesting_larvae"
"CETE";0,0600966656205135;0,0600512154623285;0,0601442748276167;2019;4;"plants";"nesting_larvae"
"CHFU";0,0608448738100373;0,0607944835556973;0,0608990221473997;2019;4;"plants";"nesting_larvae"
"HOMA";0,433904085390704;0,433837008986619;0,433975202784624;2019;4;"plants";"nesting_larvae"
"LEMA";0,0685333936526901;0,0684781123443389;0,0685885928286906;2019;4;"plants";"nesting_larvae"
"MESP";0,0615717606951896;0,0615275446823635;0,061618197972665;2019;4;"plants";"nesting_larvae"
"PAIN";0,0619901092740785;0,0619450676717422;0,0620359307737069;2019;4;"plants";"nesting_larvae"
"PLCO";0,0617781365110907;0,0617274393935032;0,0618273860729412;2019;4;"plants";"nesting_larvae"
"POMA";0,0693513594125496;0,069299354960023;0,069402719031343;2019;4;"plants";"nesting_larvae"
"SASO";0,060042443220574;0,0600083467365018;0,0600794161853321;2019;4;"plants";"nesting_larvae"
"BEMA";0,012812605604031;0,0119520975828803;0,0137570143473452;2019;5;"all";"nesting_larvae"
"CETE";0,0122341990296016;0,0115051965262808;0,0130301666984452;2019;5;"all";"nesting_larvae"
"CHFU";0,0131738517558155;0,0124040219576973;0,0140552799097209;2019;5;"all";"nesting_larvae"
"HOMA";0,0173221863179617;0,0162175399627922;0,0183988416310901;2019;5;"all";"nesting_larvae"
"LEMA";0,0145262832456976;0,0135519338729904;0,015611341900572;2019;5;"all";"nesting_larvae"
"MESP";0,0114868093468634;0,010872997052651;0,0121561480666793;2019;5;"all";"nesting_larvae"
"PAIN";0,0158404384899771;0,0146573502010179;0,0172453534688917;2019;5;"all";"nesting_larvae"
"POMA";0,0125212146286263;0,0117621189064606;0,0134132180758253;2019;5;"all";"nesting_larvae"
"PUPA";0,0133021388353589;0,0125381838998082;0,014077147598289;2019;5;"all";"nesting_larvae"
"RAPE";0,0141718016369614;0,0122522913513298;0,0167016167116538;2019;5;"all";"nesting_larvae"
"SASO";0,0112539013477845;0,0106334434067609;0,011927749642437;2019;5;"all";"nesting_larvae"
"SOAS";0,0110455903694523;0,0103263151211186;0,0118126543672701;2019;5;"all";"nesting_larvae"
"Aelia_spp";0,0638980797463277;0,0610389871168181;0,0669728757262908;2019;5;"all";"nesting_larvae"
"Brassicogethes_spp";0,0253224487238478;0,0228488179067621;0,0286325053966598;2019;5;"all";"nesting_larvae"
"Cantharis_coronata";0,0188889560476987;0,017404748982118;0,0204962731300002;2019;5;"all";"nesting_larvae"
"Cochlicella_barbara";0,136837287251679;0,13313635492924;0,140886563431353;2019;5;"all";"nesting_larvae"
"Conocephalus_dorsalis";0,0342155429997672;0,0318838831451652;0,0366317343918865;2019;5;"all";"nesting_larvae"
"Gryllus_bimaculatus";0,0201209530131283;0,0190967612027694;0,0212100697611169;2019;5;"all";"nesting_larvae"
"Lepidoptera_caterpillar";0,024691668594091;0,0232007748437165;0,0263628263972893;2019;5;"all";"nesting_larvae"
"Malachius_bipustulatus";0,0297888565548757;0,0280499451438464;0,0317466272044417;2019;5;"all";"nesting_larvae"
"Meligethes_spp";0,0193106676642773;0,0181896728140349;0,0206088899083785;2019;5;"all";"nesting_larvae"
"Mirini_spp";0,0220067071321824;0,0206652542538069;0,0235393855270784;2019;5;"all";"nesting_larvae"
"Mordellidae";0,0234817471595502;0,0218748485476916;0,0254217864542575;2019;5;"all";"nesting_larvae"
"Otala_lactea";0,0182591917740206;0,0171457464190003;0,0195515290109616;2019;5;"all";"nesting_larvae"
"Philaenus_spumarius";0,0262144732451056;0,0249468567332837;0,0276919033861766;2019;5;"all";"nesting_larvae"
"Psilothrix_viridicoerulea";0,0291718836335015;0,0272438824725991;0,0313732967718352;2019;5;"all";"nesting_larvae"
"Tessellana_tessellata";0,0887097272363777;0,0859517702957928;0,0914544167547984;2019;5;"all";"nesting_larvae"
"Theba_pisana";0,130980502302991;0,127217650206707;0,134646520089222;2019;5;"all";"nesting_larvae"
"Dilophus_spp";0,0178690786103533;0,0168752347216524;0,0188315998253791;2019;5;"all";"nesting_larvae"
"Episyrphus_balteatus";0,0158083914748007;0,0149197879005057;0,0168456330723511;2019;5;"all";"nesting_larvae"
"Eupeodes_corollae";0,0201956323331657;0,0190718659896918;0,0215156558317081;2019;5;"all";"nesting_larvae"
"Musca_spp";0,0158982770730118;0,0149913478054209;0,016738391066482;2019;5;"all";"nesting_larvae"
"Nemotelus_spp";0,0102818185702814;0,00958198169464515;0,0110844370474542;2019;5;"all";"nesting_larvae"
"Scaeva_spp";0,0279605469383283;0,0267156052823278;0,0293771026536287;2019;5;"all";"nesting_larvae"
"Sphaerophoria_scripta";0,0203965413125052;0,0190263327293137;0,0218828128644303;2019;5;"all";"nesting_larvae"
"Dilophus_spp";0,129746597485063;0,129724074591142;0,12976936669172;2019;5;"floral visitors";"nesting_larvae"
"Episyrphus_balteatus";0,142872904032382;0,142850407709183;0,142894915089969;2019;5;"floral visitors";"nesting_larvae"
"Eupeodes_corollae";0,165796967744859;0,165776379693486;0,16581794943168;2019;5;"floral visitors";"nesting_larvae"
"Musca_spp";0,114963778434124;0,114943265517981;0,114982616421083;2019;5;"floral visitors";"nesting_larvae"
"Nemotelus_spp";0,114986791115501;0,114962755941152;0,115007252665715;2019;5;"floral visitors";"nesting_larvae"
"Scaeva_spp";0,165810586890055;0,165791180580805;0,165828258224223;2019;5;"floral visitors";"nesting_larvae"
"Sphaerophoria_scripta";0,165822374298017;0,165799000099378;0,165843954198419;2019;5;"floral visitors";"nesting_larvae"
"Aelia_spp";0,0661404005643781;0,0657772335454131;0,0665293374515139;2019;5;"herbivores";"nesting_larvae"
"Brassicogethes_spp";0,0665034230907629;0,0661692700004164;0,0668148755760361;2019;5;"herbivores";"nesting_larvae"
"Cantharis_coronata";0,0468273716486981;0,0464911476274206;0,0471482859118225;2019;5;"herbivores";"nesting_larvae"
"Cochlicella_barbara";0,0383081242597073;0,0380674162225615;0,0385388002808841;2019;5;"herbivores";"nesting_larvae"
"Conocephalus_dorsalis";0,0604662326632167;0,0601302359291913;0,0607775402166865;2019;5;"herbivores";"nesting_larvae"
"Gryllus_bimaculatus";0,0467541310583048;0,0464456051419798;0,0470607223961369;2019;5;"herbivores";"nesting_larvae"
"Lepidoptera_caterpillar";0,076369087842072;0,0759964116086806;0,0767690846216679;2019;5;"herbivores";"nesting_larvae"
"Malachius_bipustulatus";0,0715146580858474;0,0711720386599118;0,0718812237930694;2019;5;"herbivores";"nesting_larvae"
"Meligethes_spp";0,066427668206702;0,0660606019322219;0,0667701947010021;2019;5;"herbivores";"nesting_larvae"
"Mirini_spp";0,0713539164549308;0,0710014354628624;0,0717216116527549;2019;5;"herbivores";"nesting_larvae"
"Mordellidae";0,0715716477670369;0,0712148528539989;0,0719936292865513;2019;5;"herbivores";"nesting_larvae"
"Otala_lactea";0,0519234971510739;0,0516333641427017;0,0522330769589406;2019;5;"herbivores";"nesting_larvae"
"Philaenus_spumarius";0,0662312808592132;0,0658983048911416;0,066574579515908;2019;5;"herbivores";"nesting_larvae"
"Psilothrix_viridicoerulea";0,0714186981682461;0,0710546714480796;0,071768695085427;2019;5;"herbivores";"nesting_larvae"
"Tessellana_tessellata";0,0762283424585378;0,0758643060960707;0,0765964560704583;2019;5;"herbivores";"nesting_larvae"
"Theba_pisana";0,051961519721272;0,0516125286391895;0,0523460008770863;2019;5;"herbivores";"nesting_larvae"
"BEMA";0,0354543468472889;0,0352095180121685;0,0356812088048756;2019;5;"plants-floral visitors";"nesting_larvae"
"CETE";0,0364512213173829;0,0361976888155538;0,0367007135071284;2019;5;"plants-floral visitors";"nesting_larvae"
"CHFU";0,0764586797276132;0,0761848100257641;0,0767626830289533;2019;5;"plants-floral visitors";"nesting_larvae"
"HOMA";0,172154770134904;0,1714265505307;0,172874269422773;2019;5;"plants-floral visitors";"nesting_larvae"
"LEMA";0,0823063334087892;0,0819689730522594;0,0826480518131566;2019;5;"plants-floral visitors";"nesting_larvae"
"MESP";0,0330838062393826;0,0328568097166452;0,0332996501559396;2019;5;"plants-floral visitors";"nesting_larvae"
"PAIN";0,0441395654625237;0,0438645587345809;0,0444068426436346;2019;5;"plants-floral visitors";"nesting_larvae"
"POMA";0,0347458531233045;0,0345301201876596;0,0349737822728311;2019;5;"plants-floral visitors";"nesting_larvae"
"PUPA";0,0344011725929015;0,0341827279935368;0,0346059989967571;2019;5;"plants-floral visitors";"nesting_larvae"
"RAPE";0,038478278452695;0,0382211776739859;0,0387612266995813;2019;5;"plants-floral visitors";"nesting_larvae"
"SASO";0,0370249150817085;0,0367985279030589;0,0372511328777645;2019;5;"plants-floral visitors";"nesting_larvae"
"SOAS";0,0344439209770045;0,034224750888506;0,0346753479102157;2019;5;"plants-floral visitors";"nesting_larvae"
"Dilophus_spp";0,0770386378792327;0,0767068721967512;0,0773768572216399;2019;5;"plants-floral visitors";"nesting_larvae"
"Episyrphus_balteatus";0,0294470147684422;0,0292640410117274;0,0296279270860988;2019;5;"plants-floral visitors";"nesting_larvae"
"Eupeodes_corollae";0,0643799254857094;0,0641199474439851;0,064642170169306;2019;5;"plants-floral visitors";"nesting_larvae"
"Musca_spp";0,0342273752527655;0,0340106964602558;0,0344287555503554;2019;5;"plants-floral visitors";"nesting_larvae"
"Nemotelus_spp";0,0228438660715964;0,0226835168043648;0,0230076869751606;2019;5;"plants-floral visitors";"nesting_larvae"
"Scaeva_spp";0,0483783404674459;0,0481613427974895;0,0486111468240967;2019;5;"plants-floral visitors";"nesting_larvae"
"Sphaerophoria_scripta";0,0645419767093093;0,0641898921055194;0,0648961640089185;2019;5;"plants-floral visitors";"nesting_larvae"
"BEMA";0,0145495193606132;0,0133602168696429;0,0161775443237009;2019;5;"plants-herbivores";"nesting_larvae"
"CETE";0,0134787420026495;0,0126650528595476;0,0143031446167786;2019;5;"plants-herbivores";"nesting_larvae"
"CHFU";0,0177914609086152;0,0166807047272474;0,0190192902003149;2019;5;"plants-herbivores";"nesting_larvae"
"HOMA";0,025494425741185;0,0241680568407551;0,027013588187196;2019;5;"plants-herbivores";"nesting_larvae"
"LEMA";0,011062759495748;0,0102927536684705;0,0118225281254279;2019;5;"plants-herbivores";"nesting_larvae"
"MESP";0,0131891989597858;0,0122952516455937;0,0141056572891489;2019;5;"plants-herbivores";"nesting_larvae"
"PAIN";0,0164744682654219;0,0154797646593314;0,0174803424746078;2019;5;"plants-herbivores";"nesting_larvae"
"POMA";0,0146188642044687;0,0134166768517242;0,0161894861655773;2019;5;"plants-herbivores";"nesting_larvae"
"PUPA";0,0155544877637308;0,0145688788383456;0,0165756475210813;2019;5;"plants-herbivores";"nesting_larvae"
"RAPE";0,0195106340244795;0,0170404765302089;0,023349375410842;2019;5;"plants-herbivores";"nesting_larvae"
"SASO";0,0136405078539946;0,012593061754282;0,0149044729342734;2019;5;"plants-herbivores";"nesting_larvae"
"SOAS";0,0118918064300529;0,0111922474004847;0,0126331957697988;2019;5;"plants-herbivores";"nesting_larvae"
"Aelia_spp";0,0683062079318824;0,0658226055549636;0,0707957973799719;2019;5;"plants-herbivores";"nesting_larvae"
"Brassicogethes_spp";0,0331375260801393;0,031228259625876;0,0349899437104215;2019;5;"plants-herbivores";"nesting_larvae"
"Cantharis_coronata";0,0206203902045125;0,0195559510896255;0,0218054282648938;2019;5;"plants-herbivores";"nesting_larvae"
"Cochlicella_barbara";0,155143463845557;0,151539010805425;0,159029799208559;2019;5;"plants-herbivores";"nesting_larvae"
"Conocephalus_dorsalis";0,0318758862515645;0,0306164802558118;0,0333286097509486;2019;5;"plants-herbivores";"nesting_larvae"
"Gryllus_bimaculatus";0,021816569682383;0,0206632153736505;0,0230354449225714;2019;5;"plants-herbivores";"nesting_larvae"
"Lepidoptera_caterpillar";0,0282252549382647;0,0267429105911422;0,029812548901874;2019;5;"plants-herbivores";"nesting_larvae"
"Malachius_bipustulatus";0,0304794186804835;0,0289972653412621;0,032174413166056;2019;5;"plants-herbivores";"nesting_larvae"
"Meligethes_spp";0,0384266298490629;0,0365377508074495;0,0401965373011036;2019;5;"plants-herbivores";"nesting_larvae"
"Mirini_spp";0,0318077686075113;0,0300554400542327;0,0335961874422297;2019;5;"plants-herbivores";"nesting_larvae"
"Mordellidae";0,0268832235180735;0,0253045381839782;0,0287679475861051;2019;5;"plants-herbivores";"nesting_larvae"
"Otala_lactea";0,0201732651887186;0,0190526185807751;0,0214316830861996;2019;5;"plants-herbivores";"nesting_larvae"
"Philaenus_spumarius";0,0270955189659821;0,0258660352035149;0,0283711171104863;2019;5;"plants-herbivores";"nesting_larvae"
"Psilothrix_viridicoerulea";0,0421308169617088;0,0398647566249053;0,0446869077924852;2019;5;"plants-herbivores";"nesting_larvae"
"Tessellana_tessellata";0,0915587597109451;0,088777984701463;0,0944995937752566;2019;5;"plants-herbivores";"nesting_larvae"
"Theba_pisana";0,145062424572466;0,141383088972219;0,148450589934602;2019;5;"plants-herbivores";"nesting_larvae"
"BEMA";0,0473070538157602;0,0472257605763925;0,0473868714354108;2019;5;"plants";"nesting_larvae"
"CETE";0,0490914117626343;0,0490101678352877;0,0491781283692292;2019;5;"plants";"nesting_larvae"
"CHFU";0,0733557400469175;0,0732602695633549;0,0734579657392284;2019;5;"plants";"nesting_larvae"
"HOMA";0,398753606711031;0,398618391860278;0,398890725902408;2019;5;"plants";"nesting_larvae"
"LEMA";0,0865169775184806;0,0864165334723064;0,0866202322939996;2019;5;"plants";"nesting_larvae"
"MESP";0,0467531194504274;0,0466755671894876;0,046828306490267;2019;5;"plants";"nesting_larvae"
"PAIN";0,0592950122161695;0,0592055051422568;0,0593926633032032;2019;5;"plants";"nesting_larvae"
"POMA";0,0476710238465544;0,0475981192675476;0,0477464459468641;2019;5;"plants";"nesting_larvae"
"PUPA";0,0449361977431107;0,044845383298787;0,0450174216022131;2019;5;"plants";"nesting_larvae"
"RAPE";0,0515101591223051;0,0514213580694537;0,0515928108627288;2019;5;"plants";"nesting_larvae"
"SASO";0,0500751515213412;0,0499874313458828;0,050161011069244;2019;5;"plants";"nesting_larvae"
"SOAS";0,0447345462452683;0,0446472256473967;0,0448237940646352;2019;5;"plants";"nesting_larvae"
"CETE";0,0086969638317925;0,00397082284112486;0,0164562026224412;2019;6;"all";"nesting_larvae"
"CHFU";0,0167834658145733;0,0137397752156816;0,0203219535805564;2019;6;"all";"nesting_larvae"
"HOMA";0,0098132942825061;0,00616495548392947;0,0146889371819851;2019;6;"all";"nesting_larvae"
"LEMA";0,0260584615017113;0,0170818968780464;0,0368488229366882;2019;6;"all";"nesting_larvae"
"PAIN";0,00620019420304495;0,00510691190837441;0,00747437806185327;2019;6;"all";"nesting_larvae"
"PLCO";0,0126008159324085;0,0079370307248817;0,019836149179668;2019;6;"all";"nesting_larvae"
"POMA";0,0105895616922481;0,00648419842864175;0,0162442771949345;2019;6;"all";"nesting_larvae"
"PUPA";0,00912570949416831;0,00564251391263258;0,0135293920068082;2019;6;"all";"nesting_larvae"
"SPRU";0,0163178718998542;0,00578330131558375;0,0341499328676751;2019;6;"all";"nesting_larvae"
"Aelia_spp";0,0351179171489324;0,0291359071680966;0,0423130915785408;2019;6;"all";"nesting_larvae"
"Aiolopus_strepens";0,0189714367943526;0,0137958560867259;0,026089417037313;2019;6;"all";"nesting_larvae"
"Brassicogethes_spp";0,0194462313263113;0,0149387709154568;0,0250689015763352;2019;6;"all";"nesting_larvae"
"Bruchidae";0,0203121206893866;0,0141323961665603;0,0289034381391259;2019;6;"all";"nesting_larvae"
"Cantharis_coronata";0,02448774193824;0,0191112102812915;0,0308270245902268;2019;6;"all";"nesting_larvae"
"Cercopoidea";0,0232584800335054;0,0183530598111394;0,0293700666361228;2019;6;"all";"nesting_larvae"
"Cochlicella_barbara";0,15080461087196;0,123102649342969;0,178647211189533;2019;6;"all";"nesting_larvae"
"Conocephalus_dorsalis";0,025691718067907;0,0176211885724305;0,0362307991766531;2019;6;"all";"nesting_larvae"
