"species";"min_R";"max_R";"year";"plot";"guilds";"intraguild.type";"sp.guild";"guild.num"
"POMA";0,0017797220795926;0,172778198248238;"2019";2;"Plants-Herbivores";"Resources";"Plants";"two"
"PUPA";0,0213634593726975;0,297123686417015;"2019";2;"Plants-Herbivores";"Resources";"Plants";"two"
"SASO";0,0016519475072366;0,192764072430889;"2019";2;"Plants-Herbivores";"Resources";"Plants";"two"
"SCLA";0,00766276814494866;0,235307045860938;"2019";2;"Plants-Herbivores";"Resources";"Plants";"two"
"SOAS";0,0170356342454851;0,329197179528969;"2019";2;"Plants-Herbivores";"Resources";"Plants";"two"
"Aelia_spp";0,011657031495451;0,239603369251196;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Aiolopus_strepens";0,00962944854333409;0,236641753648975;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Aphis_fabae";-0,276051694780434;0,198379671380672;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Brassicogethes_spp";-0,0170335817397495;0,249324537438527;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cantharis_coronata";-0,0622132420910742;0,19120789886022;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cochlicella_barbara";-0,912385391359793;0,0686091104525573;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cryptocephalus_spp";0,00623869127946766;0,273003533136264;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";0,00670963397896108;0,296159498070516;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Malachius_bipustulatus";-0,00210540827953598;0,23595365216271;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Meligethes_spp";-0,00895033910139016;0,257694496003924;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Mordellidae";0,0110221158724555;0,253773835691065;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Nymphalidae_caterpillar";0,0181999658812165;0,267192310081119;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Psilothrix_viridicoerulea";-0,577729214090238;0,179043004278557;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Tessellana_tessellata";-0,0524654715431197;0,271887385979648;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Theba_pisana";-0,0635068225335065;0,197321867294625;"2019";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"BEMA";0,00870254646026238;0,252636177183492;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CETE";0,004981234494601;0,217635778333071;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CHFU";0,00288366111577883;0,183075674104971;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CHMI";0,0013270270998834;0,202996939996812;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"HOMA";0,0903301820116085;0,863962103986645;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"LEMA";0,111246612458315;0,760360899891805;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"MESP";0,0504406021867549;0,523596362097952;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PAIN";0,00892480168684217;0,317294665867795;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PLCO";0,0100625938804619;0,302225099180966;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"POMA";0,00199717075374861;0,210247887180309;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PUPA";0,00879959980595733;0,289931540424125;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SASO";0,00409377057570924;0,220304576948824;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SCLA";0,00835654778988663;0,255045970703999;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SOAS";0,00758408065692795;0,218827821037621;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"Aelia_spp";0,00251201185019575;0,273655026052301;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Aiolopus_strepens";-0,00217513182073481;0,282554820500002;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Aphis_fabae";-0,348780486874918;0,188352886985379;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Brassicogethes_spp";-0,0197675515749738;0,339191294506421;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cantharis_coronata";-0,0715221885767416;0,275340581291576;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cochlicella_barbara";-0,899782409236317;0,05977542046585;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cryptocephalus_spp";0,00532222651201104;0,305066572376369;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";-0,0132442314200979;0,257078229043433;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Malachius_bipustulatus";-0,00840528714132539;0,323921156492269;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Meligethes_spp";-0,0125627738268028;0,308930425835421;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Mordellidae";0,00751682430420885;0,287909429353202;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Nymphalidae_caterpillar";0,00867716687581446;0,3392222239365;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Psilothrix_viridicoerulea";-0,551410585268291;0,190859982241279;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Tessellana_tessellata";-0,0676518583177678;0,253664621193476;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Theba_pisana";-0,0736577172420617;0,24995422559854;"2019";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"BEMA";0,023059677830696;0,261568117842466;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"CETE";0,0160441383002059;0,238802185336785;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"CHFU";0,0201273709694398;0,232279531553497;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"CHMI";0,0164513364967454;0,220232152541339;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"HOMA";0,0412980621346891;0,343652142590413;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"LEMA";0,165422848145447;0,986697212850163;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"MESP";0,0155459314024469;0,239623438299766;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"PAIN";0,0185531552121862;0,233782593152369;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"PLCO";0,0162232280321796;0,220504926976136;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"POMA";0,016992720588186;0,237005916200552;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"PUPA";0,0169347331602594;0,224588173744361;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"SASO";0,0162262683348791;0,241785705636972;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"SCLA";0,0172132014578822;0,241139099218741;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"SOAS";0,0193070224553632;0,241340121045312;"2020";2;"Plants-Herbivores";"Mean field";"Plants";"two"
"Agriotes_spp";-0,00479550913868952;0,164315814910396;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Aphis_fabae";0,0151171331515982;0,15801019929118;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Brassicogethes_spp";-0,846448233125712;0,110288199846397;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Cantharis_spp";0,0131128228874769;0,164420382604028;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Cleta_ramosaria_caterpillar";0,0155186133782431;0,16481771377436;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Cochlicella_barbara";-0,407638966050923;0,0839705367819592;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Cryptocephalus_spp";0,0133276524017012;0,154527276360158;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";-0,0238532576707202;0,147477380916472;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Malachius_bipustulatus";0,0157590609194451;0,153772886152207;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Meligethes_spp";0,0149092709020162;0,165072877289072;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Meloidae";0,0148959921979968;0,158006334408425;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Miridae";0,0157268266231103;0,154207225891661;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Mordellidae";0,00911477791055368;0,163573229306473;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Oedemeridae";0,000580277471050494;0,14862835665589;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Psilothrix_viridicoerulea";-0,208777655581301;0,124965182905791;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Scyphophorus_spp";0,0155754623566437;0,170137297603289;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Tessellana_tessellata";-0,0297054258486609;0,148958675801646;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Tetranychus_urticae";0,0146896718943371;0,168205606109899;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Theba_pisana";0,0135326897356022;0,168569555538009;"2020";2;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"BEMA";0,00989945868618398;0,224731322715003;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"CETE";0,00429292605140899;0,27064897979229;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"CHFU";0,00721357842969418;0,280968817506668;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"CHMI";0,00126699737467348;0,251484545005814;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"HOMA";0,00898698050891878;0,258375347300004;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"LEMA";0,148495497841129;0,987647441495649;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"MESP";0,00150738142975355;0,238446299720126;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"PAIN";0,00236510307862178;0,252399392406789;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"PLCO";0,00824548365675584;0,299395906410948;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"POMA";0,000532667296865594;0,222643348853711;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"PUPA";0,0147206238361905;0,352181418799865;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"SASO";0,00152957871557792;0,26334194627255;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"SCLA";0,0063194373259443;0,200781175363573;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"SOAS";0,0153981437310692;0,344471327213931;"2020";2;"Plants-Herbivores";"Resources";"Plants";"two"
"Agriotes_spp";-0,0278389990374143;0,14697795061347;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Aphis_fabae";0,00871596087641836;0,206595727677385;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Brassicogethes_spp";-0,839541226306664;0,0967814903710265;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cantharis_spp";0,00108584511492808;0,196199191717253;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cleta_ramosaria_caterpillar";0,0132328849340463;0,230734765841393;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cochlicella_barbara";-0,398693740628944;0,0737227340118371;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cryptocephalus_spp";0,00433186475408834;0,198893204598541;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";-0,0228448839947747;0,208659074503586;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Malachius_bipustulatus";0,0108813709092541;0,23203257289307;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Meligethes_spp";0,0106197583545035;0,205364778454674;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Meloidae";0,00190534257746656;0,182952146400518;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Miridae";0,0104947813808443;0,221563408185204;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Mordellidae";0,00185113761991722;0,209946461258675;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Oedemeridae";-0,00753929227168918;0,196056272980187;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Psilothrix_viridicoerulea";-0,214725729611125;0,142278888498594;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Scyphophorus_spp";0,0114714477260628;0,224752264634901;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Tessellana_tessellata";-0,0297493508570247;0,19278189542753;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Tetranychus_urticae";0,0144386346398181;0,233711792849867;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Theba_pisana";0,00399459094317053;0,205692205192463;"2020";2;"Plants-Herbivores";"Resources";"Herbivores";"two"
"BEMA";0,00787132316592063;0,261114096678606;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CETE";0,00432631286451248;0,226436685768323;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CHFU";0,00374555268520906;0,228878100571473;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CHMI";0,00278428913444658;0,267171100128873;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"HOMA";0,0148087538979236;0,270598848504647;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"LEMA";0,165581724187669;0,987494618206391;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"MESP";0,00206230220241819;0,299312148833338;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PAIN";0,00201692444117708;0,242486607285569;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PLCO";0,0105971025385556;0,289120336080247;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"POMA";0,000416575663640833;0,305831883128037;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PUPA";0,00838945545529484;0,313764076636881;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SASO";0,00168316086948543;0,285671058363918;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SCLA";0,00509326689754109;0,247644015834868;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SOAS";0,00748082597554895;0,268356881684079;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"Agriotes_spp";-0,0267717720137764;0,170935157109745;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Aphis_fabae";0,0049501228378905;0,20593854283071;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Brassicogethes_spp";-0,836453610662991;0,0728062902625072;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cantharis_spp";-0,00326680708609005;0,20216436541075;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cleta_ramosaria_caterpillar";0,0110809833626134;0,226555390998474;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cochlicella_barbara";-0,394679597008071;0,0991942031404665;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cryptocephalus_spp";-0,0012587758705186;0,205485418204674;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";-0,0560557646282675;0,19218456000862;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Malachius_bipustulatus";0,00421178737450134;0,221694008222702;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Meligethes_spp";0,00740711821640131;0,235960313617542;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Meloidae";0,000892596483611995;0,230086976275828;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Miridae";0,00354710477615771;0,232781569681081;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Mordellidae";-0,00385939859046894;0,220653699425172;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Oedemeridae";-0,0132540456545461;0,229811482483341;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Psilothrix_viridicoerulea";-0,215980369474922;0,142121910350591;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Scyphophorus_spp";0,00893455948892664;0,257472514628447;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Tessellana_tessellata";-0,0329971606646169;0,230291309144636;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Tetranychus_urticae";-0,00258940474971351;0,220054995181457;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Theba_pisana";0,000422230754219064;0,215093680175447;"2020";2;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"BEMA";0,0181833639091481;0,218299267854939;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"CETE";0,0172040748182042;0,207585449793935;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"CHFU";0,0189394801816559;0,223517945235809;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"CHMI";0,0196671021350781;0,215461983480544;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"HOMA";0,11829252409686;0,950120011623067;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"LEMA";0,0515431452038678;0,719631974921113;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"MESP";0,0321272251172259;0,22428585614192;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"PAIN";0,0411126077632883;0,292521010015028;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"PLCO";0,017103548744184;0,223161548067636;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"POMA";0,0200825131596287;0,21687050909196;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"PUPA";0,0195851330347556;0,212206793013686;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"SASO";0,0173581207348247;0,203221264577152;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"SCLA";0,0199134872765802;0,211723435776468;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"SOAS";0,0172402758017531;0,216174994647306;"2019";3;"Plants-Herbivores";"Mean field";"Plants";"two"
"Aelia_spp";0,0150752916692232;0,219816095370407;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Aphis_fabae";-0,00238536288250443;0,211557564416804;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Bruchidae";0,0172471368441055;0,224171797185;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Cantharis_coronata";0,0132363186609439;0,226916255742851;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Cercopoidea";0,018496314147416;0,224170701333846;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Cochlicella_barbara";-0,958149426035309;0,0903853586861439;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";0,00331095873353812;0,205517159086191;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Lepidoptera_caterpillar";0,0144940465500781;0,211198555440632;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Malachius_bipustulatus";0,00989784601811699;0,20849347248681;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Meligethes_spp";0,0116594377799312;0,207742847460406;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Oedemeridae";0,0194376196048078;0,224983852987359;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Otala_lactea";0,0183304515523625;0,226208779764627;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Psilothrix_viridicoerulea";-0,549233689432872;0,149014805462756;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Tessellana_tessellata";0,000550437987022832;0,214628209694586;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"Theba_pisana";-0,0927879720321758;0,184648797048895;"2019";3;"Plants-Herbivores";"Mean field";"Herbivores";"two"
"BEMA";0,00872437410612118;0,259162206692331;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"CETE";0,00883834123971295;0,229131052455832;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"CHFU";0,00146741862453435;0,187835030072435;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"CHMI";0,00638709167416008;0,213730997678324;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"HOMA";0,0794308535762609;0,953561784247778;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"LEMA";0,0536890993087957;0,693961269812306;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"MESP";0,0103900782509157;0,216157969909708;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"PAIN";0,0227639070712522;0,270807895788165;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"PLCO";0,00735541841466842;0,33568838826004;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"POMA";0,00172306133591051;0,197620410469683;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"PUPA";0,0100611698766113;0,234585908573037;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"SASO";0,00196333423867784;0,35663897473003;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"SCLA";0,0116046568323226;0,24999643846254;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"SOAS";0,00526629655201758;0,23154342443547;"2019";3;"Plants-Herbivores";"Resources";"Plants";"two"
"Aelia_spp";0,011133911890237;0,291482753790156;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Aphis_fabae";-0,00971074637419145;0,291261024169759;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Bruchidae";0,0104627393138071;0,275861614906829;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cantharis_coronata";-0,00353018820437478;0,223688185097837;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cercopoidea";0,0117204014026106;0,292518920462457;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Cochlicella_barbara";-0,939407631516309;0,0387252727694841;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";0,00193355001797051;0,311484223270542;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Lepidoptera_caterpillar";0,0123039866390596;0,307166219687914;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Malachius_bipustulatus";0,00440620704928835;0,293098875762798;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Meligethes_spp";0,00193307253611304;0,259453775181917;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Oedemeridae";0,011366031854654;0,279302987776976;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Otala_lactea";0,00554613602603894;0,245665386857777;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Psilothrix_viridicoerulea";-0,547259682248089;0,173651994359605;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Tessellana_tessellata";-0,0012789236297787;0,303974440079002;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"Theba_pisana";-0,103417014484377;0,205337744549819;"2019";3;"Plants-Herbivores";"Resources";"Herbivores";"two"
"BEMA";0,00774712143904889;0,246223580266955;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CETE";0,0057438385611707;0,228534056398823;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CHFU";0,000585079233150477;0,187761116496803;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"CHMI";0,00595097778396448;0,239244087355302;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"HOMA";0,0740926865951948;0,961522107305918;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"LEMA";0,0607544105203095;0,714109011798777;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"MESP";0,0110849303304463;0,209646063981828;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PAIN";0,00944117786781497;0,277016506094403;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PLCO";0,00688129867475246;0,321096985391364;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"POMA";0,00196392894462817;0,203437130163817;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"PUPA";0,00483152596061481;0,226179744833514;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SASO";0,00422087505714247;0,373577366343578;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SCLA";0,0103440099700756;0,265474798758518;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"SOAS";0,00162393024265784;0,223102356916714;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Plants";"two"
"Aelia_spp";0,00131373366587884;0,285575580501168;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Aphis_fabae";-0,0229430651481668;0,293899543959273;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Bruchidae";-0,000736186908888946;0,261810990787005;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cantharis_coronata";-0,00370597512895147;0,295714323213806;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cercopoidea";0,00542799745367097;0,360025882753767;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Cochlicella_barbara";-0,931656237343593;0,0630399541181084;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Lasiocampa_trifolii_caterpillar";-0,00992094299850881;0,301125523053602;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Lepidoptera_caterpillar";0,00674329339037289;0,307821360789639;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
"Malachius_bipustulatus";-0,000887518232735691;0,340419588542279;"2019";3;"Plants-Herbivores";"Resources and 
phenology";"Herbivores";"two"
